Student_ID,Name,Gender,Age,Class,Section,Attendance,Study_Hours,Assignments,Previous_Marks,Internal_Marks,Project_Score,Practical_Score,Behavior_Score,Participation,Internet_Access,Family_Income,Parent_Education,Sleep_Hours,Extra_Curricular,Stress_Level,Exam_Preparation,Final_Exam,Final_Grade,Performance,Risk_Level,Pass_Fail
STU103871,Aditya Khan,Female,12,6,B,88.62,0.88,74.7,76.39,82.43,79.36,100.0,84.01,75.52,Yes,44608.0,Graduate,6.87,Yes,5.78,42.38,52.19,C,Average,Medium Risk,Pass
STU103872,Riya Joshi,Other,17,12,C,75.24,3.14,86.71,85.61,64.87,70.99,83.41,85.02,71.23,No,23787.0,Postgraduate,5.59,No,3.4,85.15,53.64,C,Average,Medium Risk,Pass
STU103873,Ishaan Singh,Male,16,9,D,72.73,2.35,100.0,55.66,68.33,76.73,78.03,74.19,93.9,Yes,43539.0,High School,6.66,Yes,9.09,76.16,44.18,D,Needs Improvement,Critical Risk,Pass
STU103874,Saanvi Verma,Female,16,10,C,87.18,7.66,55.88,71.33,60.76,97.2,100.0,57.47,100.0,Yes,52659.0,Diploma,6.47,Yes,2.93,100.0,72.33,B+,Good,Low Risk,Pass
STU103875,Kiara Nair,Female,15,10,B,45.69,2.63,28.18,78.09,60.82,92.54,84.41,90.14,62.85,No,34546.0,High School,6.35,Yes,3.14,81.39,46.62,D,Needs Improvement,High Risk,Pass
STU103876,Arjun Mehta,Female,15,10,D,74.76,3.82,69.76,90.68,76.88,63.67,83.84,73.29,69.87,Yes,17019.0,High School,6.53,No,4.64,56.13,53.6,C,Average,High Risk,Pass
STU103877,Arjun Iyer,Male,12,7,A,68.18,3.9,68.74,99.0,90.36,69.88,100.0,74.34,84.73,Yes,56401.0,Diploma,7.3,Yes,7.75,47.59,59.01,C,Average,High Risk,Pass
STU103878,Sai Joshi,Female,12,7,A,96.44,1.16,70.34,76.52,72.05,87.61,47.38,100.0,75.49,Yes,27209.0,Diploma,7.1,Yes,7.84,72.85,49.98,D,Needs Improvement,Medium Risk,Pass
STU103879,Kiara Mishra,Female,13,6,C,76.71,2.86,62.1,59.42,67.28,88.55,88.11,79.16,52.87,Yes,75777.0,Graduate,8.38,No,6.38,42.42,44.2,D,Needs Improvement,High Risk,Pass
STU103880,Ishaan Verma,Male,17,12,A,75.27,4.35,89.09,50.87,71.24,100.0,73.27,71.77,36.72,Yes,138232.0,Postgraduate,7.22,No,6.89,55.31,47.33,D,Needs Improvement,High Risk,Pass
STU103881,Vivaan Gupta,Male,12,7,A,81.42,3.84,55.28,55.52,56.57,100.0,81.1,71.05,58.54,Yes,32784.0,High School,7.89,No,2.49,100.0,53.95,C,Average,Medium Risk,Pass
STU103882,Arjun Khan,Male,16,10,C,74.86,0.5,82.76,57.61,61.86,100.0,85.58,85.74,75.19,Yes,57429.0,Diploma,5.54,No,1.7,74.58,50.53,C,Average,High Risk,Pass
STU103883,Vihaan Nair,Male,15,9,C,77.17,2.79,85.58,23.58,49.01,75.19,72.56,68.15,62.19,Yes,56082.0,High School,7.17,No,4.36,70.41,35.74,F,Needs Improvement,High Risk,Fail
STU103884,Saanvi Gupta,Female,12,7,C,83.17,5.33,80.75,59.19,68.73,100.0,87.2,84.14,50.3,Yes,24571.0,Graduate,6.59,No,6.87,37.3,47.4,D,Needs Improvement,High Risk,Pass
STU103885,Ayaan Sharma,Male,14,8,C,76.94,4.64,83.31,81.47,69.56,69.48,86.95,91.22,58.84,No,16472.0,Postgraduate,7.8,Yes,6.92,56.38,49.68,D,Needs Improvement,High Risk,Pass
STU103886,Kiara Patel,Female,13,6,C,76.85,5.65,90.24,71.21,75.38,100.0,86.85,76.94,100.0,Yes,26634.0,Graduate,7.28,Yes,3.36,92.94,69.84,B,Average,Medium Risk,Pass
STU103887,Krishna Singh,Female,12,7,D,69.88,2.12,76.8,65.86,65.65,85.07,84.37,89.85,48.97,Yes,42762.0,Postgraduate,8.73,No,3.15,41.01,49.87,D,Needs Improvement,High Risk,Pass
STU103888,Saanvi Verma,Other,11,6,B,68.15,5.75,70.8,44.05,50.99,93.63,81.84,77.17,63.62,Yes,146882.0,Postgraduate,5.97,Yes,7.44,78.11,45.67,D,Needs Improvement,High Risk,Pass
STU103889,Riya Bose,Female,18,11,C,82.73,3.63,83.3,86.81,75.73,96.11,82.32,69.75,60.0,Yes,63435.0,Diploma,6.22,Yes,5.48,43.14,56.48,C,Average,Medium Risk,Pass
STU103890,Meera Bose,Female,16,9,A,85.68,6.25,85.01,78.19,71.88,66.16,82.4,58.03,100.0,Yes,32928.0,High School,7.38,No,1.0,72.71,69.03,B,Average,Low Risk,Pass
STU103891,Aarav Gupta,Male,18,12,A,64.86,3.71,89.35,69.79,81.51,65.29,68.03,81.3,42.78,Yes,32786.0,Doctorate,6.86,Yes,2.85,44.66,52.15,C,Average,High Risk,Pass
STU103892,Arjun Khan,Female,16,9,A,91.12,0.5,50.31,34.76,41.15,76.74,99.92,81.55,55.15,Yes,36021.0,Postgraduate,5.96,Yes,6.07,59.29,27.51,F,Needs Improvement,High Risk,Fail
STU103893,Diya Das,Female,12,7,D,91.17,5.06,73.25,62.15,72.5,89.3,81.87,89.78,70.45,Yes,21045.0,Graduate,7.41,No,2.73,46.66,59.04,C,Average,Low Risk,Pass
STU103894,Myra Nair,Male,15,10,C,93.7,2.99,60.02,76.94,70.24,100.0,78.35,88.62,72.33,Yes,32917.0,Graduate,6.46,No,3.13,68.83,58.67,C,Average,Low Risk,Pass
STU103895,Kiara Nair,Male,18,12,C,85.6,3.1,84.41,69.54,63.42,65.96,86.82,100.0,89.5,Yes,60321.0,High School,7.5,No,3.2,82.02,59.25,C,Average,Low Risk,Pass
STU103896,Ishaan Singh,Male,14,9,A,89.64,1.38,86.9,73.07,75.25,99.85,82.38,71.03,87.64,Yes,44272.0,Diploma,5.13,No,6.85,62.39,50.01,C,Average,Medium Risk,Pass
STU103897,Kiara Khan,Female,12,6,C,100.0,6.3,71.88,80.97,66.19,82.61,100.0,82.27,56.64,No,40798.0,Graduate,6.68,No,5.08,85.11,60.0,B,Average,Low Risk,Pass
STU103898,Aadhya Sharma,Male,14,8,D,78.38,2.87,65.06,72.48,72.38,75.54,94.57,69.75,74.96,No,71342.0,Graduate,7.17,Yes,8.45,64.45,41.7,D,Needs Improvement,High Risk,Pass
STU103899,Aarav Nair,Male,19,12,B,69.45,6.22,84.95,80.39,76.0,83.98,84.02,89.16,66.2,No,29524.0,High School,7.19,No,4.24,76.39,58.82,C,Average,Medium Risk,Pass
STU103900,Ira Rao,Female,14,9,B,63.59,3.01,74.0,56.5,67.56,75.44,95.18,66.88,61.07,Yes,59444.0,Graduate,7.77,Yes,4.68,66.38,48.42,D,Needs Improvement,High Risk,Pass
STU103901,Avni Mishra,Female,18,12,B,100.0,2.22,97.4,50.44,74.12,85.73,86.15,88.96,87.6,Yes,29342.0,Graduate,6.73,No,5.77,68.54,51.03,C,Average,Medium Risk,Pass
STU103902,Ishaan Mishra,Female,14,9,B,100.0,5.81,100.0,77.64,67.55,79.7,66.22,69.16,73.89,Yes,71241.0,Doctorate,7.49,Yes,3.85,57.85,65.22,B,Average,Low Risk,Pass
STU103903,Sai Iyer,Male,12,6,B,70.9,3.58,91.01,80.92,76.03,60.01,93.26,87.2,98.02,No,50454.0,Graduate,6.92,Yes,1.9,67.2,61.25,B,Average,Medium Risk,Pass
STU103904,Sai Patel,Female,18,12,D,73.27,3.6,79.49,78.3,66.47,77.18,55.57,92.48,77.88,Yes,52769.0,Doctorate,7.81,No,4.39,100.0,58.09,C,Average,Medium Risk,Pass
STU103905,Myra Iyer,Male,17,11,D,78.11,1.65,100.0,72.11,91.77,84.15,33.5,59.35,86.0,Yes,46138.0,High School,5.31,Yes,3.6,74.19,55.07,C,Average,Medium Risk,Pass
STU103906,Ishaan Iyer,Male,18,11,C,96.69,2.97,79.61,64.82,64.47,58.9,90.48,61.83,20.46,Yes,62625.0,Postgraduate,4.14,No,4.85,89.66,50.75,C,Average,Medium Risk,Pass
STU103907,Ishaan Nair,Female,17,12,A,66.55,4.39,68.81,73.38,60.35,91.5,89.53,80.82,70.94,Yes,33391.0,Postgraduate,8.38,Yes,3.9,79.26,57.49,C,Average,Medium Risk,Pass
STU103908,Myra Mehta,Male,12,7,B,58.4,1.62,65.87,76.07,85.99,94.95,88.87,79.54,77.13,Yes,77262.0,Graduate,6.37,Yes,6.0,47.89,49.65,D,Needs Improvement,Critical Risk,Pass
STU103909,Aadhya Gupta,Female,17,12,A,100.0,2.84,65.45,77.03,65.65,100.0,100.0,74.49,78.79,Yes,43680.0,Diploma,5.13,Yes,4.4,62.12,57.07,C,Average,Low Risk,Pass
STU103910,Diya Iyer,Female,12,7,A,85.75,3.03,75.9,99.0,74.07,85.12,82.46,72.28,97.19,Yes,61225.0,High School,6.82,No,1.87,41.36,61.87,B,Average,Low Risk,Pass
STU103911,Vihaan Rao,Male,18,12,C,87.45,3.81,82.95,55.27,55.02,54.54,75.07,67.74,80.51,Yes,65963.0,High School,6.43,Yes,3.85,96.22,52.5,C,Average,Medium Risk,Pass
STU103912,Meera Mehta,Female,12,7,B,79.54,6.07,54.77,99.0,81.15,95.85,94.82,81.97,47.57,Yes,34743.0,Diploma,7.41,Yes,2.7,96.47,74.2,B+,Good,Low Risk,Pass
STU103913,Aadhya Das,Male,14,9,B,87.59,3.22,69.27,49.89,57.08,94.95,73.6,66.43,79.1,Yes,61231.0,Diploma,7.54,No,8.94,45.51,38.5,F,Needs Improvement,High Risk,Fail
STU103914,Sai Iyer,Male,18,11,C,63.83,2.6,79.19,76.17,67.84,68.74,78.17,82.39,84.48,Yes,35069.0,Graduate,6.54,Yes,5.19,79.2,51.91,C,Average,High Risk,Pass
STU103915,Ayaan Mishra,Female,11,6,B,71.91,8.09,85.65,50.88,58.0,89.1,86.66,71.11,58.43,Yes,23966.0,Diploma,8.02,No,6.43,91.84,55.63,C,Average,High Risk,Pass
STU103916,Meera Patel,Female,11,6,A,83.26,3.01,75.61,74.9,72.47,87.27,87.64,72.93,62.01,Yes,53474.0,Diploma,5.67,Yes,4.91,68.58,55.65,C,Average,Medium Risk,Pass
STU103917,Reyansh Rao,Female,18,11,C,54.75,3.39,79.67,85.71,88.33,100.0,79.34,92.59,83.6,Yes,129805.0,High School,4.41,Yes,8.77,69.97,54.36,C,Average,Critical Risk,Pass
STU103918,Aadhya Rao,Male,12,6,A,78.37,3.13,57.42,70.52,67.48,76.42,75.25,89.45,69.5,Yes,36506.0,Postgraduate,7.16,No,2.58,82.0,53.51,C,Average,Medium Risk,Pass
STU103919,Krishna Verma,Male,17,10,A,77.63,3.26,62.32,85.57,70.7,93.88,67.83,66.04,89.15,Yes,61711.0,High School,6.72,No,3.52,77.36,61.34,B,Average,Medium Risk,Pass
STU103920,Krishna Verma,Female,17,12,A,78.37,3.82,75.09,63.22,63.94,86.39,71.89,67.52,72.82,Yes,70863.0,Graduate,4.92,No,7.33,68.01,44.65,D,Needs Improvement,High Risk,Pass
STU103921,Myra Joshi,Male,17,10,C,75.39,5.17,83.66,37.2,58.76,87.34,100.0,87.33,30.2,Yes,29091.0,Diploma,7.67,Yes,4.06,76.75,51.56,C,Average,Medium Risk,Pass
STU103922,Vihaan Bose,Male,14,9,C,70.05,4.35,79.47,80.03,87.64,100.0,80.28,60.79,70.55,Yes,37112.0,Graduate,5.13,No,3.6,63.34,59.0,C,Average,Medium Risk,Pass
STU103923,Riya Verma,Male,14,8,D,60.14,5.42,63.27,70.49,58.85,72.38,84.44,95.45,62.35,Yes,86017.0,High School,6.88,Yes,3.98,92.46,55.79,C,Average,Medium Risk,Pass
STU103924,Krishna Verma,Female,17,10,C,83.74,5.37,72.45,62.33,72.19,88.2,62.18,79.62,80.6,Yes,65828.0,Postgraduate,7.84,Yes,8.96,100.0,54.63,C,Average,High Risk,Pass
STU103925,Arjun Singh,Female,17,10,B,78.4,4.03,98.68,63.43,69.37,82.48,100.0,71.06,77.15,Yes,50599.0,Diploma,7.28,No,9.19,42.4,45.01,D,Needs Improvement,High Risk,Pass
STU103926,Vivaan Mishra,Female,15,9,D,65.5,4.3,84.16,76.51,63.75,60.0,68.74,78.13,52.57,No,24110.0,Diploma,7.22,Yes,5.92,69.87,46.73,D,Needs Improvement,High Risk,Pass
STU103927,Saanvi Khan,Female,13,7,C,82.75,5.47,73.56,56.97,48.97,100.0,67.55,94.33,73.1,Yes,37808.0,Diploma,6.48,No,5.49,61.77,48.9,D,Needs Improvement,Medium Risk,Pass
STU103928,Avni Bose,Female,16,10,A,78.46,1.92,60.61,76.0,78.29,90.28,82.37,52.43,79.18,Yes,61964.0,Doctorate,7.19,No,6.67,70.67,50.21,C,Average,High Risk,Pass
STU103929,Vivaan Bose,Female,17,11,B,76.47,7.7,65.3,89.02,87.46,89.9,70.7,90.32,77.53,Yes,12000.0,Diploma,7.56,No,5.88,87.18,66.91,B,Average,Medium Risk,Pass
STU103930,Sai Patel,Female,16,10,A,56.12,2.88,76.1,99.0,81.49,75.84,87.18,92.33,87.13,Yes,70646.0,Graduate,6.29,Yes,5.45,68.25,57.52,C,Average,High Risk,Pass
STU103931,Krishna Singh,Female,12,6,B,90.19,3.14,80.14,92.47,81.41,80.28,61.26,74.15,51.14,Yes,81579.0,Postgraduate,5.76,No,4.2,58.21,55.28,C,Average,Low Risk,Pass
STU103932,Meera Verma,Female,15,10,A,67.2,1.76,84.48,72.59,60.57,88.13,98.97,77.14,66.73,Yes,110214.0,Doctorate,7.87,No,3.87,56.81,52.31,C,Average,High Risk,Pass
STU103933,Ananya Nair,Male,17,11,A,82.76,1.81,81.82,74.12,78.56,78.41,95.43,79.64,29.44,Yes,86962.0,Doctorate,9.04,Yes,6.09,47.77,51.99,C,Average,High Risk,Pass
STU103934,Aarav Mishra,Male,12,7,B,72.3,5.26,70.45,63.6,64.39,74.5,80.3,86.8,90.78,Yes,58718.0,High School,8.64,Yes,5.38,42.11,50.33,C,Average,High Risk,Pass
STU103935,Ananya Das,Female,16,11,D,77.34,7.33,68.33,62.55,52.62,80.91,59.3,69.24,71.74,Yes,69589.0,Graduate,4.11,No,8.04,96.65,49.18,D,Needs Improvement,High Risk,Pass
STU103936,Saanvi Gupta,Male,16,9,C,95.83,2.79,100.0,83.95,84.61,79.4,70.98,77.83,67.99,Yes,41761.0,Graduate,8.38,Yes,4.58,79.17,66.59,B,Average,Low Risk,Pass
STU103937,Reyansh Rao,Female,14,9,B,88.38,4.26,67.65,65.08,54.98,68.52,82.36,76.8,67.69,Yes,38231.0,Postgraduate,6.3,Yes,3.25,97.14,56.51,C,Average,Low Risk,Pass
STU103938,Ayaan Mishra,Male,16,11,C,95.56,4.05,56.62,75.86,71.78,87.1,66.02,86.15,78.64,Yes,59690.0,Graduate,8.98,Yes,2.18,68.96,62.64,B,Average,Low Risk,Pass
STU103939,Arjun Patel,Male,15,9,D,85.96,5.3,51.42,54.6,47.31,72.71,67.15,100.0,88.73,Yes,33844.0,Graduate,5.86,No,3.56,85.31,49.07,D,Needs Improvement,Medium Risk,Pass
STU103940,Aditya Patel,Male,16,9,D,86.75,7.25,70.7,91.93,82.59,74.18,96.62,69.19,64.76,Yes,40446.0,Diploma,5.76,No,2.22,69.49,71.87,B+,Good,Low Risk,Pass
STU103941,Aarav Das,Male,15,8,B,60.63,6.13,90.1,64.84,65.62,100.0,86.17,78.95,77.37,Yes,131375.0,Graduate,6.94,No,7.4,61.84,55.16,C,Average,High Risk,Pass
STU103942,Diya Mehta,Male,19,12,C,78.19,3.32,67.36,87.41,60.35,100.0,85.73,68.87,77.16,Yes,35139.0,Graduate,6.56,No,4.25,100.0,59.88,C,Average,Medium Risk,Pass
STU103943,Riya Sharma,Male,17,12,B,79.3,4.55,98.16,58.74,75.82,85.25,90.2,72.13,30.43,Yes,54526.0,Doctorate,6.61,Yes,3.56,67.51,58.01,C,Average,Medium Risk,Pass
STU103944,Ishaan Joshi,Female,13,6,A,96.68,4.7,75.89,57.89,70.17,96.18,81.4,65.09,57.26,Yes,23603.0,Graduate,8.04,No,6.06,87.26,61.0,B,Average,Medium Risk,Pass
STU103945,Meera Joshi,Female,17,11,D,75.93,3.67,92.64,91.25,81.7,96.65,82.9,59.63,77.84,Yes,33857.0,Postgraduate,8.36,No,9.0,66.33,59.6,C,Average,High Risk,Pass
STU103946,Ira Mishra,Male,12,6,D,85.18,1.95,64.63,59.98,63.07,76.76,88.52,92.19,92.21,No,33991.0,Doctorate,5.96,Yes,4.25,40.09,40.97,D,Needs Improvement,Medium Risk,Pass
STU103947,Kiara Nair,Female,15,8,D,84.71,2.42,64.87,44.91,55.99,83.09,93.97,82.27,94.46,Yes,46340.0,High School,8.8,No,2.83,66.75,50.38,C,Average,Medium Risk,Pass
STU103948,Ishaan Das,Male,17,12,A,95.89,5.54,77.37,53.36,63.98,81.14,89.46,79.11,47.96,No,32992.0,High School,5.65,No,4.31,82.66,50.55,C,Average,Medium Risk,Pass
STU103949,Ishaan Das,Male,13,7,D,80.4,5.7,83.24,83.71,90.93,100.0,100.0,67.51,87.99,Yes,43081.0,Doctorate,6.34,No,1.38,94.39,77.74,B+,Good,Low Risk,Pass
STU103950,Aditya Mehta,Female,14,8,C,91.93,3.37,73.32,82.17,78.44,99.78,84.33,77.1,88.6,No,38949.0,Graduate,9.79,Yes,6.13,33.9,53.06,C,Average,Medium Risk,Pass
STU103951,Reyansh Patel,Female,12,7,D,61.54,4.12,80.39,57.8,61.38,100.0,65.14,64.12,77.43,Yes,44749.0,Diploma,7.41,Yes,6.25,50.72,46.28,D,Needs Improvement,High Risk,Pass
STU103952,Avni Bose,Male,17,11,A,62.63,5.62,84.83,59.89,69.14,89.22,98.37,77.67,33.64,Yes,23111.0,Graduate,6.28,Yes,4.22,81.84,58.04,C,Average,Medium Risk,Pass
STU103953,Ira Mehta,Female,15,9,C,54.6,0.97,54.69,80.77,67.09,100.0,80.57,82.0,60.33,Yes,24201.0,Graduate,7.29,Yes,2.86,47.84,48.33,D,Needs Improvement,High Risk,Pass
STU103954,Ira Verma,Male,16,10,C,91.43,2.99,70.89,91.05,72.34,78.83,71.54,71.49,71.95,Yes,69331.0,High School,7.78,No,9.9,80.08,51.78,C,Average,High Risk,Pass
STU103955,Avni Verma,Male,19,12,A,90.08,6.93,68.22,68.9,75.49,100.0,93.97,68.92,65.75,Yes,37687.0,Postgraduate,7.37,No,2.64,81.91,67.78,B,Average,Low Risk,Pass
STU103956,Riya Rao,Female,15,9,B,92.76,4.18,68.95,78.87,76.35,75.41,87.22,72.09,30.97,No,53338.0,Diploma,8.41,Yes,3.6,81.82,57.09,C,Average,Low Risk,Pass
STU103957,Krishna Rao,Male,18,11,A,73.87,1.89,82.1,83.97,65.68,58.32,62.76,87.78,65.3,Yes,58162.0,Graduate,6.05,No,5.17,86.7,50.21,C,Average,High Risk,Pass
STU103958,Sai Verma,Male,12,6,D,75.24,3.89,68.43,99.0,78.77,100.0,93.39,80.42,53.25,Yes,50432.0,Postgraduate,6.28,Yes,6.82,44.52,57.17,C,Average,Medium Risk,Pass
STU103959,Ira Mehta,Male,14,7,C,80.55,5.33,45.92,51.51,57.11,94.57,100.0,58.72,80.63,Yes,26620.0,Postgraduate,6.02,No,4.8,82.69,50.48,C,Average,Medium Risk,Pass
STU103960,Myra Singh,Female,19,12,A,99.32,0.5,72.45,59.3,51.78,82.79,87.15,86.68,78.64,Yes,19365.0,High School,6.09,Yes,5.17,61.62,44.58,D,Needs Improvement,Medium Risk,Pass
STU103961,Riya Joshi,Male,19,12,C,100.0,3.98,60.03,61.9,55.78,76.56,78.54,84.52,79.42,Yes,40391.0,High School,7.05,Yes,6.32,70.54,50.64,C,Average,Medium Risk,Pass
STU103962,Diya Iyer,Male,16,10,C,91.53,3.1,83.44,83.24,97.27,67.53,58.03,80.25,63.35,Yes,49495.0,High School,5.83,No,10.0,54.29,50.19,C,Average,High Risk,Pass
STU103963,Krishna Rao,Female,15,8,C,85.97,1.07,88.09,65.97,67.99,64.89,100.0,97.75,70.37,Yes,91330.0,High School,7.32,No,3.94,65.99,51.04,C,Average,Medium Risk,Pass
STU103964,Vihaan Khan,Male,13,7,B,98.02,3.83,43.38,75.0,71.67,83.74,75.46,78.29,68.49,No,118097.0,Diploma,7.7,Yes,4.08,18.49,49.46,D,Needs Improvement,Medium Risk,Pass
STU103965,Meera Joshi,Male,16,11,C,78.93,3.48,64.39,71.95,78.17,78.71,62.58,83.17,86.45,Yes,56935.0,Graduate,5.66,Yes,4.88,91.05,57.43,C,Average,Medium Risk,Pass
STU103966,Avni Sharma,Female,16,11,A,77.31,3.66,81.3,70.03,64.48,52.21,81.73,83.63,60.4,Yes,46821.0,High School,6.31,No,6.46,42.31,41.96,D,Needs Improvement,High Risk,Pass
STU103967,Vihaan Khan,Male,14,7,A,80.45,3.14,54.87,71.72,67.03,100.0,98.12,88.53,56.37,Yes,46842.0,High School,6.44,No,10.0,90.37,48.43,D,Needs Improvement,High Risk,Pass
STU103968,Aarav Patel,Male,16,10,C,70.26,2.07,87.74,86.48,95.91,71.84,99.05,75.33,87.31,Yes,47486.0,Diploma,6.76,No,4.88,47.33,57.96,C,Average,Medium Risk,Pass
STU103969,Ira Iyer,Male,17,10,D,79.9,1.37,91.74,54.47,68.11,95.32,74.21,70.26,84.78,Yes,35640.0,High School,6.82,Yes,6.21,42.07,43.83,D,Needs Improvement,High Risk,Pass
STU103970,Riya Iyer,Female,15,9,C,68.59,2.59,73.57,67.62,84.14,68.61,80.11,89.68,78.39,Yes,89310.0,Diploma,8.0,No,1.0,80.28,59.32,C,Average,Medium Risk,Pass
STU103971,Reyansh Verma,Male,19,12,B,94.3,5.07,64.39,50.56,51.45,86.47,82.92,89.06,98.43,No,40276.0,Graduate,8.08,Yes,5.23,77.7,49.16,D,Needs Improvement,Medium Risk,Pass
STU103972,Ananya Khan,Other,13,6,D,88.52,4.07,41.34,73.62,75.41,96.73,97.41,93.3,100.0,Yes,56614.0,Graduate,6.11,Yes,5.07,78.2,60.57,B,Average,Low Risk,Pass
STU103973,Kiara Gupta,Male,14,7,C,99.15,3.59,88.21,66.87,70.95,93.69,91.8,82.99,92.15,No,56229.0,Graduate,7.76,No,7.14,71.43,52.38,C,Average,Medium Risk,Pass
STU103974,Meera Mishra,Female,13,6,C,62.45,2.04,100.0,87.11,82.62,74.05,85.71,58.21,56.55,Yes,16956.0,Diploma,8.51,No,4.07,63.26,55.18,C,Average,Medium Risk,Pass
STU103975,Ira Gupta,Female,15,10,C,100.0,3.1,100.0,69.92,79.94,87.84,95.84,79.97,84.96,Yes,30571.0,Graduate,8.33,Yes,2.66,64.91,66.19,B,Average,Low Risk,Pass
STU103976,Arjun Patel,Male,17,10,D,63.13,4.88,73.08,62.9,64.08,93.9,64.44,78.4,71.98,Yes,56757.0,Postgraduate,7.23,Yes,5.56,82.11,53.38,C,Average,High Risk,Pass
STU103977,Meera Mishra,Female,18,12,A,67.62,4.51,59.61,66.05,62.64,80.8,88.36,92.75,59.88,Yes,84951.0,Graduate,6.94,No,1.98,64.51,54.37,C,Average,High Risk,Pass
STU103978,Sai Singh,Female,16,9,C,74.55,2.94,88.56,97.57,91.2,63.17,84.16,90.7,56.66,Yes,53081.0,Graduate,5.46,Yes,3.49,71.67,66.91,B,Average,Medium Risk,Pass
STU103979,Vivaan Iyer,Female,14,7,B,97.69,0.5,74.1,44.88,42.55,65.63,80.55,85.35,74.85,Yes,66097.0,Graduate,6.55,No,5.21,28.62,32.88,F,Needs Improvement,Medium Risk,Fail
STU103980,Ishaan Sharma,Male,14,9,D,84.71,2.62,83.17,59.96,60.18,73.55,78.39,53.12,84.7,Yes,29720.0,Diploma,5.36,Yes,1.0,77.63,54.97,C,Average,Medium Risk,Pass
STU103981,Aadhya Verma,Female,11,6,A,79.07,2.93,80.54,70.58,76.01,80.25,84.3,68.1,94.83,Yes,49620.0,Postgraduate,8.25,No,4.59,69.3,56.18,C,Average,Medium Risk,Pass
STU103982,Vivaan Joshi,Male,15,10,A,72.49,2.25,77.4,59.82,71.19,100.0,76.02,73.63,82.13,Yes,28871.0,Graduate,6.71,No,8.26,58.14,41.55,D,Needs Improvement,Critical Risk,Pass
STU103983,Riya Sharma,Male,15,10,A,65.49,3.04,91.43,77.85,80.18,93.69,100.0,73.9,80.33,Yes,69469.0,Graduate,6.9,Yes,1.88,100.0,71.07,B+,Good,Medium Risk,Pass
STU103984,Kiara Singh,Other,17,12,A,95.59,5.01,91.99,69.1,74.93,71.77,100.0,80.0,66.29,Yes,49975.0,Postgraduate,6.32,Yes,3.73,100.0,67.0,B,Average,Low Risk,Pass
STU103985,Ananya Mishra,Male,13,8,A,91.58,3.64,68.16,74.1,72.61,100.0,99.3,95.76,73.9,Yes,107033.0,High School,5.45,No,6.28,83.08,58.73,C,Average,Medium Risk,Pass
STU103986,Ira Iyer,Female,14,8,C,98.23,5.28,62.15,71.89,73.78,83.38,75.26,87.35,43.09,No,48542.0,High School,7.78,No,6.73,86.8,52.84,C,Average,Medium Risk,Pass
STU103987,Diya Singh,Male,12,6,A,86.76,1.29,38.51,68.35,49.24,86.66,69.53,66.97,80.17,Yes,24088.0,Graduate,7.55,No,5.22,63.37,38.6,F,Needs Improvement,Medium Risk,Fail
STU103988,Sai Singh,Female,14,8,D,50.29,3.21,70.81,49.35,53.28,66.34,78.34,68.06,77.77,Yes,56812.0,Graduate,8.03,Yes,4.73,73.66,43.13,D,Needs Improvement,High Risk,Pass
STU103989,Saanvi Singh,Other,15,9,C,67.07,0.6,59.6,72.82,66.43,68.41,83.07,66.97,100.0,Yes,39867.0,Postgraduate,5.07,Yes,8.41,61.45,39.25,F,Needs Improvement,Critical Risk,Fail
STU103990,Saanvi Patel,Female,17,11,A,87.58,3.02,82.29,41.79,56.92,95.6,63.37,76.6,69.29,Yes,75235.0,Graduate,8.45,Yes,5.53,76.95,47.14,D,Needs Improvement,Medium Risk,Pass
STU103991,Aadhya Patel,Male,17,11,B,77.56,2.03,70.96,59.25,47.56,64.87,87.91,87.67,91.44,Yes,35327.0,Diploma,6.86,No,2.98,68.99,45.57,D,Needs Improvement,Medium Risk,Pass
STU103992,Arjun Mehta,Male,12,6,D,75.29,5.75,72.59,77.83,64.15,86.33,98.06,89.57,61.46,Yes,86056.0,Graduate,7.86,Yes,5.34,84.39,62.42,B,Average,Medium Risk,Pass
STU103993,Avni Rao,Female,14,7,B,68.76,4.36,88.18,89.04,82.9,89.77,51.88,73.49,100.0,Yes,26236.0,Diploma,4.1,Yes,4.83,72.53,62.07,B,Average,Medium Risk,Pass
STU103994,Meera Das,Male,15,9,A,93.37,5.32,81.96,99.0,94.03,69.3,68.94,77.64,96.09,Yes,92533.0,Graduate,7.45,Yes,4.22,82.96,75.19,B+,Good,Low Risk,Pass
STU103995,Reyansh Mishra,Female,15,8,A,87.47,3.01,74.25,63.15,62.36,53.36,97.46,98.09,90.37,No,26433.0,Graduate,6.92,Yes,1.74,89.43,56.23,C,Average,Low Risk,Pass
STU103996,Myra Nair,Female,11,6,D,88.01,2.07,100.0,56.16,63.22,91.75,88.58,60.18,71.08,Yes,34391.0,High School,6.76,Yes,5.09,52.24,48.29,D,Needs Improvement,Medium Risk,Pass
STU103997,Ayaan Sharma,Female,17,11,B,74.4,2.02,87.07,78.36,80.56,100.0,71.87,85.66,66.0,Yes,66543.0,Diploma,6.89,No,6.27,64.16,53.85,C,Average,High Risk,Pass
STU103998,Riya Iyer,Female,17,11,B,84.12,4.12,69.76,99.0,81.59,89.13,93.43,84.36,63.32,Yes,128490.0,Graduate,6.34,Yes,6.6,68.86,62.87,B,Average,Medium Risk,Pass
